CVE_GEOAGE,idw_arts_centre,idw_atm,idw_bank,idw_bar,idw_bench,idw_bicycle,idw_bureau_de_change,idw_bus_station,idw_cafe,idw_car_wash,idw_cinema,idw_college,idw_community_center,idw_drinking_water,idw_fast_food,idw_fire_station,idw_fountain,idw_fuel,idw_hospital,idw_ice_cream,idw_internet_cafe,idw_kindergarten,idw_library,idw_love_hotel,idw_marketplace,idw_nightclub,idw_parking,idw_pharmacy,idw_place_of_worship,idw_police,idw_post_box,idw_post_office,idw_prison,idw_public_building,idw_restaurant,idw_school,idw_swimming_pool,idw_taxi,idw_telephone,idw_theatre,idw_toilet,idw_townhall,idw_university,idw_veterinary,idw_waste
0900200011127,112.369149075248,40.8752830794761,7.52995128941996,17.7594292629421,89.3214508736863,11.6614079506418,201.766370629529,52.6325029006764,6.33383773706433,54.9645264034228,20.9252209603812,176.455625648064,397.652603031249,44.2397279015908,6.94933578889644,96.2855836255617,33.2878776191376,14.3991822423991,25.1886159400046,169.133182267426,729.882568494404,46.6512455011618,40.739425802381,202.357848021048,74.9156292556535,89.6082720776675,25.1135898333989,8.19600143467882,20.1680958097271,33.3436570026358,231.14894515215,61.3187582473932,917,212.277162656516,3.21730362717754,16.2156153228022,162.34659728659,25.6955636092273,14.9338682685213,42.4659346397486,53.3671937932498,159.494278862849,97.5056094358499,70.626045444374,61.8417165241948
0900200010932,112.912199678693,40.2032996771335,7.69728741146498,17.7655594455368,113.014067802323,11.5495034524561,208.013475194037,52.9505226433923,7.69200213912775,56.4867021676197,21.7590195103556,186.52291934088,419.79703852205,44.2458435148899,7.03814496263165,97.1766994605528,37.6119203338304,14.6557659438466,42.2616225344461,169.653397268546,778.110922040808,44.7874187750277,42.4407976023138,202.288702981165,81.1764088287346,91.5131688933151,18.7159053523723,8.31375489710978,21.0678350404451,34.1200618768603,230.719686109382,61.5920044566943,917,211.098941018358,3.21654851380818,20.4601652414544,165.711081164537,25.8672694735774,15.1915139968788,42.412239894576,58.0097106734653,153.89713731855,97.1404442614366,68.7156077631745,61.8512180005523
0900200010114,112.286897035387,40.5741989235177,7.31257682969591,17.4843008209038,97.6144911317286,11.6822330068429,205.886486208702,52.5636609303296,6.64748128156632,53.2808347307475,20.8105463462684,191.281729010387,405.949395815985,43.9592404796556,6.88157384371777,93.2389864511906,34.9240966896862,14.7612763521433,33.8221333864677,168.608014802429,758.766541104271,41.638702492051,39.3963608027583,202.668881306775,109.534254212206,89.9996362234563,18.989144891459,8.2533968998166,17.0182951110674,32.3896596843737,231.563445775247,55.5420148192436,917,213.351288082244,3.18956870270835,20.1741139234959,161.553933992362,25.5760165114495,15.0101538791741,42.2259320284861,54.5186031057475,153.900536125525,93.8159918643376,65.1050941228825,61.6739416717096
0900200010928,112.724441882437,42.7021264759694,7.86351448727525,18.805399946322,85.4851518992462,11.90302007626,202.86692112192,52.7581741081568,6.22467631655361,57.1662079466366,21.2114243086619,183.50375856327,393.294353097972,44.7282360742319,7.02386330354166,101.292933202821,32.9144637799439,14.7305872231157,25.9130602562303,169.837778625938,736.935550436275,60.5172959291645,42.2813832784778,202.570589033568,84.6412675782982,89.7056013719349,27.2420843906592,8.18853590167862,24.4419837834625,34.4429832698949,232.131733381628,77.1641942064807,917,215.385826283983,3.26827866347772,16.8116043110388,164.249586228216,25.6122113484563,14.9773506988284,43.7052196386847,52.8145247153799,173.772726182479,105.539319562898,83.7478121474389,62.1315169659575
0900200010913,112.917150047426,40.7897383838206,7.89690018665545,18.1320368792538,91.3231308896733,11.6368454422933,200.700091069536,52.8717061376182,6.38616809067432,57.5707086771113,21.1715405040215,168.363994742327,400.018936746182,44.537013894426,7.03431662833942,99.7466562137499,33.395941540414,14.3807075996971,24.0105406341693,169.990908381619,722.579272869693,49.1571934778867,42.6492417516052,202.249532031291,67.6261680374691,90.3343246869527,19.8095919030478,8.19112393849223,25.0771474791306,34.617284295737,231.041274104871,68.5538011211493,917,211.652072499593,3.22308645078938,15.6301380395249,165.273938027211,25.7911728473065,14.9844808184955,42.5646587283442,54.3173605573124,160.150402669772,100.885212456234,75.5485807118515,62.0384370552141
0900200010097,111.824149918325,42.6078410769767,7.90415743378321,19.9535858091802,73.0140111441566,11.8878168347326,196.792703642629,52.342974175007,6.03478764773931,56.5150423108915,21.5905242252078,173.973525564074,378.760711335009,45.035777763664,7.02914553153878,103.994151048148,30.8380897410661,14.9908823026645,24.1834946654563,169.42737762765,688.844437529361,61.7039105735887,41.8245628936563,202.486563269929,59.558495469846,87.8537390201909,18.7131877557898,8.15597103150741,18.3752967015969,34.4089273529229,232.210067500535,90.9289469319034,917,215.01397514548,3.26214457216554,15.1844995621332,159.63578899652,25.5386590198668,15.1803336383645,44.1159715493058,49.7663397707073,175.72963932986,109.731514754724,93.6207462945702,62.364533795477
0900200010665,109.451540100298,47.5673614314374,6.26699701708017,15.6063980827913,54.5386881473858,12.4830187541178,206.069584271669,48.4998158484984,5.22534886613683,38.2225566497206,16.3331736170134,203.129025386575,336.725975498919,43.0463316904072,7.17238288407028,115.51358545334,28.1723016010254,13.9034384799119,20.3727394436672,162.178891680448,742.767338419232,33.8047344429888,34.3490504163635,203.849797338534,39.7847079136566,80.1026004627214,7.6456477304885,8.47852852673621,11.9770881335773,27.4408823092608,234.108339634258,47.2150109047592,917,224.604741926769,10.6431102021936,14.4749723605718,132.001353197459,23.1373300301962,14.4249416682541,39.1759949208827,41.3201752086055,161.808602279613,78.6825450759179,54.0200322536095,60.6440520954588
0900200010650,108.93681719892,52.8820948333823,6.61564338854977,15.7217791757212,51.5974645692048,12.6864136854649,202.43532504293,48.8186324203947,5.59559035416716,41.9226913716029,19.8721494783996,202.571561375343,330.030569199148,43.7668527430039,7.34130227539486,119.62014983798,27.0269476890462,14.0598041203921,25.6194988698803,162.550591658251,717.726415182767,56.6327804722271,36.5306346763826,203.6401611994,44.0347323189719,78.4497707848884,7.88382573147626,8.15253243023022,12.239443038151,29.7250382687125,234.04622372739,54.6889486092429,917,227.115797196653,6.60812200009427,15.8091860019933,130.87249843668,23.8371476505909,14.0728246413142,40.0545149839644,41.7568903617207,176.658570410361,88.1819885525669,58.7249679684048,60.9802067744646
0900200010010,113.014844905504,42.1613158393326,8.29146078903992,20.1718094453368,79.1983115424321,11.8345978204127,196.436220227162,52.8017259575436,6.09867227773769,59.0276470736003,21.5557184112427,162.221102780641,387.419458450063,45.1371016181489,7.03710108490561,104.684324709826,31.6740868254572,14.9919987323952,22.2678241027127,170.449104434209,687.365638744009,59.2659153750636,43.3327620076961,202.34340119187,57.836159051275,89.6076598877644,14.2081186577361,8.15003012205841,20.5804095878126,35.2901949478644,232.056272422454,94.4621779378033,917,213.907291876377,3.21266630560416,15.7994150752482,165.575798710254,25.2787595381778,15.2551502232465,43.8136644537663,51.7715978614918,173.164996256291,110.184924755396,96.5500951184774,62.4537374474695
0900200010824,113.424009948269,38.1990356554661,14.8247387852885,14.6212387870623,41.8246971444514,11.8588871605576,225.601133325389,42.8021873932317,5.87505409577268,36.440320344395,15.0110880444401,201.499113805832,284.611289435349,40.3651439140854,20.8171189059789,191.477613534991,31.1754636121336,11.9131234201,32.6330398897984,158.156939020264,825.094483655272,42.4027964149151,41.5322250552832,205.939714287994,40.3255596155709,84.7956905301031,6.04055422600577,10.2670617975037,15.3340833929249,29.6408480161877,237.175151631611,40.6616262703476,917,221.464929448703,3.7925018226989,12.6777209354435,118.739087014805,20.294018415292,21.6243837636234,43.3430292704732,34.0298129772609,124.740603961478,52.9468118167317,44.3301184105991,59.3565579934203
0900200011023,109.890674016899,47.0435564317,6.3745853644847,16.1697941179227,61.0943711738807,12.3754790898376,206.095748328687,49.8043955414202,5.13689668634117,42.1268908077908,17.5375687860521,201.922439916025,353.671043225311,43.4399572452358,6.54660369663551,101.57708493129,29.6099238628856,14.5873015745311,24.3740541365574,163.957700085076,748.405923064489,42.4357877661019,33.6086293985473,203.521753596755,45.6994363407084,82.4637041670955,9.07400715314981,8.07008530231448,11.0434669556506,27.7068898951211,233.63355705044,47.8225803160144,917,222.908828592674,6.61490341424151,15.0392454445381,138.835486193262,24.0416775425154,14.5748514397522,40.8309068082984,43.5966833847898,168.996437486742,86.1023241975983,58.3362847117729,61.0712293119645
0900200011165,114.277443623186,38.2711449623507,7.40126492465686,18.2938537815574,173.375435662858,11.0441662064438,216.992721788668,53.5218290904282,15.1038909746478,59.1786265727767,24.7956437200847,201.862715051836,467.773343207212,43.4137591041357,7.34678733106268,94.1054759936406,53.4365003982291,15.106678585681,34.9363778811929,169.836363647655,839.56744976026,38.709393847658,51.1979871237696,202.005795289924,68.5778543942006,95.637684130528,8.97410030881538,8.34824508768775,14.6297350920003,37.5069721638198,229.45295628207,52.0508419675571,917,206.979281931804,3.26652579340625,21.7853874614677,175.632402046599,26.1785096650219,15.8261416192558,44.1739481778884,70.2090609623066,135.265738797729,87.5545456481987,55.1447395689602,61.35246043536
0900200010701,110.733802068493,40.6088946418458,8.97232732904891,14.9096937671689,45.9388151301135,12.113231152791,216.477011142891,44.7096679813002,3.58291748812806,31.5358137788991,15.0596219294445,203.121812819818,304.935215966844,41.3983024188348,21.1425923681256,172.463784494954,29.02603926256,7.01664355833619,22.426072610695,159.124051367493,794.6480642725,34.139998122184,38.9755352252839,204.798798880715,39.3915736514926,81.0513241275846,6.39793132706159,11.6970470952803,14.6518622918747,28.3973020409239,235.534511860557,42.9664011996037,917,221.841631453623,2.50751850139304,13.9940611242444,122.095588696818,21.1797364919313,16.340256624774,40.3190833199508,36.7988811789357,135.3401804179,60.5041379896838,46.6419352340756,59.7489421031941
0900200010805,110.30336767054,40.1720971050893,9.02486216170639,14.6098241951825,43.7598687725976,12.1057829627283,216.632836505213,43.8081439166034,4.5355388162106,32.0587648252838,15.0662227799488,202.866887534698,292.974608718081,41.1931595800817,28.0119848880306,192.158652663967,27.8746212190864,9.42241072393855,23.294076861707,158.400407379995,788.676700369278,35.6639792877816,39.8161464809208,204.937537610989,39.3056357974956,79.4196163958605,6.26404069546317,14.4159800458365,14.9823504503093,29.0455066411231,235.696874119968,42.8451612059912,917,222.191928969989,2.61573610027919,13.3403071654497,118.444715666492,20.8869179471487,16.4222753336536,39.1501280159197,36.0921269685048,133.079178228088,58.2741026459511,46.0845257357621,59.6113578202043
0900200010472,110.449081461483,43.3422004781612,6.11164907062091,15.7222894696558,57.4756882721445,12.2151908169117,212.19995310829,48.6873536922053,4.70967753597882,36.9303858044798,13.2431776561989,202.971850040361,344.497362784139,42.6035746576779,8.05387972222195,95.9033734602627,29.7734395171799,14.7374005344811,17.4940420533985,162.415916618222,782.570780668254,23.6205511357027,32.061630906906,203.851838053435,35.1493275638733,81.9731261718591,7.64546401699305,10.9305148776686,19.2000300180836,24.6775922407996,234.033991158989,41.6424877450416,917,221.562987820525,5.54807480595944,15.291604939107,134.065581554454,23.0181484618152,15.2325518553469,40.3234175440456,41.5214299459516,151.209839284293,74.9330829398671,51.8413018714105,60.5692780155809
0900200010720,115.410077626915,37.7602128730651,17.1737247444372,16.3243633639158,54.8851028388026,11.4435784455249,226.063253370137,47.3020303182873,6.01299514232144,37.4615612072157,15.7855204077047,202.500079772445,356.620035655877,40.1936152477046,17.5350555233776,121.113790413006,34.6116891202143,19.3930077256182,26.7181988832511,161.480684112248,851.457157731079,41.8728020226525,39.883819244426,205.09487417013,42.018237160478,87.9784906749393,6.30664607677827,10.0137470966035,14.464536380463,28.6097126979085,236.924840449613,41.2063306912023,917,214.897872148774,3.24727895558778,14.758932142508,136.37139688712,21.2568549493236,18.843986668683,49.5278956685416,35.4662556341785,120.829731579387,56.2708121888029,43.4189635879371,59.6874425050824
0900200010754,116.958483231894,38.2877284936935,11.3828030858595,16.7478366086564,50.6865126552182,11.1194450836291,228.430076890744,46.455191856941,6.16276922021241,39.446819365879,15.4373416679606,201.308719442266,355.543275412478,39.3574897449183,14.5796552813636,111.020395008147,35.9606837716726,19.5952690475381,23.4511241054412,161.160972079262,862.061295048064,45.0857396914172,39.971694527812,205.528544810972,42.2606418806532,89.3642020087485,6.10189686713952,8.1699070835544,13.5781816589185,28.6408550425249,237.705623429109,40.3267543795916,917,210.695890373458,3.50961669620411,12.2633762784513,136.029974878461,20.7863037420231,19.8288455742752,52.9904301060357,32.8983411461873,113.936406097375,52.3335613342758,41.3670228995645,59.479285997628
0900200011061,116.239923813663,38.7420194182598,11.6210451373859,15.9283443938478,42.7912042463266,11.1128007829455,227.766698245175,43.7477981441069,6.06686464689163,38.0881291200468,14.8066100135034,198.903311608815,320.17598497005,38.9032141495175,15.6308336939352,116.703057084263,34.5918374116483,13.8511024681091,23.2396067628819,159.785225665558,853.631667841583,44.2749195500772,40.0490094173001,205.803667434532,41.6413050905201,88.2437600534683,5.88740650904638,7.90671401624592,13.2526709353302,28.9848362580485,237.510551297233,37.727181479581,917,211.996665310003,3.63313765194619,11.1368352043628,128.648480519544,19.9366186151656,21.0025483152054,50.5054879541248,30.4574778877692,112.79011912799,47.9387137156246,41.1922187800285,59.2083924419375
0900200010839,115.323545925771,38.4956855163061,22.193301223582,15.4104752916426,45.275731279205,11.4980234340408,226.905937515333,44.4460675084892,5.9679375275468,37.0012909767837,15.1546071813213,201.499575715362,310.170031371994,40.0936390791096,28.5632963451866,139.142346567227,33.5122062863399,14.1061368687129,24.091733087739,159.410980841257,845.294975748472,43.3458988732436,40.2181896696993,205.716058065949,41.267809079404,87.1355955405239,6.11535192944841,10.5804041085693,14.1716709372735,29.0729443688988,237.318716767194,40.2065167463812,917,216.102441356971,3.58068549258318,13.3271668656898,125.582105067626,20.4911509185515,20.7336371720117,48.1307982326153,33.9061658583867,121.176518899714,53.284584501535,43.5136725520175,59.4530562675535
0900200010307,110.739213570335,41.2494930243661,6.29003585158534,16.6567149290136,74.0031254408051,11.8425852327322,207.305098844247,51.035268107991,4.75920663483021,44.5899520662861,17.9040934006999,198.515856465122,377.82071243712,43.1950273278035,5.23309764439586,77.4558599352229,31.9391971729801,15.4682580578917,20.5315476801263,165.669492477051,762.488197999737,24.1012438902388,29.8886875491334,203.094250226647,90.2240254808747,85.8229508794148,10.7972656791544,7.88496243984182,9.31999982961298,26.1400483173855,232.540999093753,39.1801987344944,917,215.863258027949,2.66162155336175,16.6482290105797,148.189098275609,24.4382021732924,14.8203555167955,41.661257405141,47.1677703095289,152.11099696534,84.4292846922232,56.7700920787015,61.1461113101812
0900200010294,110.081690635131,43.483424526628,6.42110953795983,16.5818731813094,65.8137108632229,12.0703663729324,205.799926236064,50.6521411030909,4.78250368394395,44.5078622880593,18.0880941972167,199.72693966724,364.10703493015,43.5000442810663,5.57650949798262,84.6013262020113,30.2054954379022,14.7319960986283,19.7044185314646,165.251917394237,748.444475680502,34.1105176145752,31.2841291090733,203.240083890741,60.856982691662,83.9382904905079,11.0426016236082,7.81465243649581,10.0238393709991,27.1576339493082,232.904658150941,43.01686468363,917,218.663407383031,3.07446266287716,15.4130855621979,144.39972602406,24.4627332576445,14.6152888847309,41.5564126952143,45.5981365593974,163.261402140723,87.9778471363159,59.921720989253,61.2437983131216
0900200011019,109.222538817369,46.1613924581401,6.4791525523824,16.0949460273244,56.1153937815346,12.2906432054963,201.295004678626,49.548560842291,5.12951647109017,42.6583963112605,18.3039886070641,200.429448254785,343.036610621157,43.6578350551781,6.36996953439704,97.2512730826022,28.07259162726,14.1480037722197,26.1307911980666,163.627347223226,714.00501140681,50.1166557563809,33.4594922327156,203.323728859974,46.3134777165237,80.6011742898037,8.67841544193685,7.97461009576125,11.0305826425808,28.0701521945378,233.392622278393,48.4880629361567,917,221.680913467849,3.95708920862426,14.2981578786678,136.018093746167,24.1076204386175,14.2157505472464,40.9574906237759,42.9184931020268,171.678265573832,88.9520826291575,59.9506735490087,61.1221704565585
0900200010449,109.058741020194,48.4914129715485,6.62890356144308,16.2792257441491,55.230611172916,12.4350626230861,200.793376131266,49.7477153924088,5.47130202952083,44.1015136120543,19.6278767827344,201.095364698557,341.9124477058,43.9085929617822,6.86063418947609,105.729075121376,27.7525150705038,14.2558689450992,26.91206415442,163.984016760812,708.637451809724,65.9478771443667,35.3406763347311,203.389062092345,48.164233235521,80.40045657606,8.86993295666255,8.02494910872897,12.0443878102694,29.3523068565541,233.621515083841,53.7399373554151,917,223.61635272946,4.25132444903907,14.8121108216119,136.576747567607,24.3779384258094,14.1484017649678,41.8478545174572,43.1579983809559,178.321440605451,93.1028029614452,62.6070968869348,61.2691047161305
0900200010434,109.560714514015,45.9806420822379,6.66150512596249,16.6447977782476,60.1985277682213,12.2557101455315,202.099786417563,50.3784590487679,5.35847952775642,45.4029565543121,19.3182855631128,199.146899049866,353.612775349498,43.9170098928927,6.50715008430974,97.8636837605459,28.9161094363248,14.3364329797626,25.2379178184726,164.990654598332,722.351939427713,62.5022657763733,34.4001742091511,203.21628080496,53.6506174877931,82.3883511639548,10.3598873289017,7.99895182166563,11.9232415048521,29.1086932113879,233.237699050808,52.204993749964,917,221.071072054569,3.57061314597443,14.941579818367,141.478164986812,24.6264431607088,14.3607461024902,42.1888874700595,44.5588420776513,175.236509544584,93.7315169037258,64.1919479378378,61.3932101922606
0900200010631,108.664009854791,52.037136427869,6.85752972283108,16.7081279149071,52.0162553545128,12.5802495594235,198.691427510228,49.8709007328043,5.81439812739143,47.3207269971301,22.8513535424115,201.455662068108,335.219987081671,44.6133300587354,7.22044901576859,112.192300624196,26.9300689383564,14.9485731887046,26.9311414652531,164.396680664285,691.651783915371,105.562359987644,38.0975194304987,203.401728130107,47.7889770522468,79.3575251070989,8.46047790974312,8.03988399287446,13.4960201301634,31.610892545531,233.861872190202,66.9796433872395,917,225.722250997284,3.9149549079679,14.8013914721797,135.473057928798,24.9974749641638,14.013329230539,46.2187604408725,42.9043618058244,192.668451036308,106.811381200095,69.5480542950742,61.6202989619354
090020001099A,110.109099928928,44.5377868295725,7.07012498439826,17.7927487099625,64.3218699693535,12.0966788192723,197.943287199848,51.2486661494434,5.80404190624832,50.0590916597133,20.8183639106124,190.697288870269,363.241830284664,44.4525519149276,6.84940227210153,99.8007382151993,29.5125918738601,14.656953002074,25.7053321877293,166.794058820141,694.942601593122,74.2692064099172,37.6198250865531,202.832341617483,58.9975415517225,84.387964525558,14.0919115329652,8.10319503659552,14.5121539892242,31.6048963078433,232.751061884998,66.1342765021865,917,218.453570298765,3.32366119483426,15.0378817961142,148.130735034719,25.3007052268278,14.6040181005728,43.9106267001609,46.477300118258,179.572186430699,102.915637583067,75.133343166183,61.8423594425132
0900200010133,112.003859175998,39.6080625411127,6.86172059930043,17.1022362732262,96.3182081986529,11.5186975795597,209.852679573796,52.0918876378614,6.55589678594454,49.2089880261962,19.810072943416,195.758237319937,406.547982247022,43.2924998313611,6.77242484633804,84.5029599103927,36.005059272594,15.5885884113379,42.5221748135766,167.370591851944,785.517506150982,31.4252903748833,35.7514337291928,202.64314214828,105.567778403858,89.4206560880368,11.5684209591879,8.54158084557887,13.1452804913183,29.6079454657348,231.345747399264,45.2920531768593,917,211.744535791405,3.05102085164929,31.6694872892621,157.553123408299,25.0720815044829,15.1409155245068,42.4300604786864,52.4627704524817,145.225617295971,85.9964821287804,56.8263797213248,61.287767231785
0900200010909,112.9409215543,37.7657201652959,10.8392354506394,16.2749038396289,58.9762918099982,11.4224607575118,220.270361920331,48.075544934877,5.6607432616768,35.8120735068854,15.9428754828157,203.034392272987,361.422559103161,40.7094633088739,23.9877188039827,100.319622851177,33.9220040726752,15.9734820255736,25.0043155749737,161.976425469606,830.01116711592,33.2256446482641,37.8768563101529,204.158451445478,41.4237353129219,86.5636646423383,6.55760919162152,9.08351573039654,15.8949796215738,27.1563958971066,235.08827689393,41.3262947364781,917,213.479932503506,3.02068779761525,15.8088699002904,137.797799802172,21.7497282422402,16.7712531475944,45.0621030898671,37.9056253587925,123.252818122517,60.4386735449579,44.2210973575749,59.9180722100957
